Date,Open,High,Low,Close,Volume,Adj Close
2015-01-02,65.910004,66.58000200000001,64.889999,65.790001,1012300,63.221577
2015-01-05,65.089996,65.199997,64.190002,64.5,1515900,61.981937
2015-01-06,64.760002,64.760002,62.779999,63.73,1753300,61.241997999999995
2015-01-07,64.300003,64.779999,63.860001000000004,64.779999,1013300,62.251005000000006
2015-01-08,65.440002,66.220001,65.440002,66.129997,1180300,63.5483
2015-01-09,66.440002,66.529999,64.559998,64.800003,977400,62.270228
2015-01-12,65.059998,65.07,64.239998,64.660004,1571700,62.135695
2015-01-13,65.120003,65.93,63.73,64.190002,1909600,61.684042000000005
2015-01-14,63.75,63.75,62.16,63.490002000000004,1932400,61.011368999999995
2015-01-15,63.759997999999996,64.07,62.599998,62.639998999999996,2575000,60.194551000000004
2015-01-16,62.529999,63.240002000000004,61.950001,63.200001,1357500,60.732690000000005
2015-01-20,63.189999,63.57,62.560001,63.360001000000004,1260500,60.88644300000001
2015-01-21,62.970001,64.139999,62.73,64.010002,1394800,61.51106899999999
2015-01-22,64.400002,65.83000200000001,64.18,65.620003,1674500,63.058215000000004
2015-01-23,66.120003,66.279999,64.989998,65.0,2068200,62.462417
2015-01-26,64.82,65.400002,64.66999799999999,64.849998,1988700,62.318272
2015-01-27,64.040001,64.07,61.82,62.490002000000004,4182400,60.050408999999995
2015-01-28,62.619999,63.0,61.209998999999996,62.290001000000004,4263100,59.858216000000006
2015-01-29,63.060001,65.279999,62.669998,64.599998,3473600,62.07803199999999
2015-01-30,63.599998,63.650002,61.619999,61.700001,3576500,59.291249
2015-02-02,61.630001,62.060001,60.779999,61.68,2184600,59.27203000000001
2015-02-03,62.25,63.529999,62.200001,63.490002000000004,1378900,61.011368999999995
2015-02-04,63.119999,63.450001,62.650002,62.759997999999996,1276600,60.309865
2015-02-05,63.009997999999996,63.560001,62.970001,63.139998999999996,1223400,60.675031000000004
2015-02-06,63.400002,64.360001,63.27,64.209999,1564400,61.703258
2015-02-09,63.84,64.589996,63.73,63.790001000000004,1337200,61.299656000000006
2015-02-10,64.089996,64.360001,63.009997999999996,63.810001,1231800,61.318876
2015-02-11,63.52,63.98,62.599998,62.759997999999996,1830500,60.309865
2015-02-12,62.919998,63.110001000000004,62.380001,63.080002,1720600,60.617376
2015-02-13,62.91,63.950001,62.889998999999996,63.900002,1182100,61.708622
2015-02-17,63.98,64.620003,63.639998999999996,64.32,1027900,62.114217000000004
2015-02-18,63.939999,64.150002,63.18,63.259997999999996,1490000,61.09056700000001
2015-02-19,63.259997999999996,63.650002,62.98,63.369999,766800,61.196794999999995
2015-02-20,62.93,63.799999,62.5,63.48,1464600,61.303022999999996
2015-02-23,63.209998999999996,63.380001,62.25,62.389998999999996,1862800,60.250404
2015-02-24,62.389998999999996,62.470001,61.869999,62.279999,2278400,60.144175
2015-02-25,62.099998,63.400002,62.080002,63.360001000000004,1689600,61.18714
2015-02-26,63.419998,64.0,63.349998,63.84,1839000,61.650678000000006
2015-02-27,64.059998,64.43,63.509997999999996,63.57,1405100,61.389936999999996
2015-03-02,63.560001,65.199997,63.5,65.07,2273200,62.838496
2015-03-03,64.949997,64.949997,63.849998,64.150002,1267500,61.950047999999995
2015-03-04,63.799999,63.959998999999996,62.509997999999996,62.84,1159500,60.684971999999995
2015-03-05,62.939999,63.34,62.709998999999996,63.0,1051100,60.839484999999996
2015-03-06,62.75,63.259997999999996,61.959998999999996,62.060001,2634300,59.931723
2015-03-09,62.02,63.029999,61.279999,62.880001,2044800,60.723601
2015-03-10,62.34,62.709998999999996,61.98,62.209998999999996,1422500,60.076576
2015-03-11,62.400002,62.720001,62.16,62.16,1947400,60.02829200000001
2015-03-12,62.48,62.75,60.259997999999996,60.849998,4481000,58.763215
2015-03-13,60.209998999999996,60.23,58.240002000000004,58.799999,6399100,56.78351899999999
2015-03-16,58.990002000000004,59.299999,58.75,59.240002000000004,2256200,57.208431999999995
2015-03-17,59.029999,59.990002000000004,59.029999,59.75,2484000,57.70094
2015-03-18,59.75,61.360001000000004,59.009997999999996,60.900002,2467800,58.811504000000006
2015-03-19,60.720001,61.43,60.720001,61.18,1425900,59.0819
2015-03-20,61.43,62.09,61.259997999999996,61.939999,4502600,59.815835
2015-03-23,61.810001,62.380001,61.580002,61.740002000000004,2249400,59.622696999999995
2015-03-24,61.549999,61.700001,60.919998,60.919998,1027100,58.830814000000004
2015-03-25,61.830002,62.150002,60.27,60.27,1428000,58.20310799999999
2015-03-26,59.799999,60.25,59.779999,59.98,1199200,57.923052
2015-03-27,59.799999,60.240002000000004,59.32,59.459998999999996,1927700,57.420883999999994
2015-03-30,59.970001,60.970001,59.84,60.75,1887300,58.66664599999999
2015-03-31,60.439999,60.889998999999996,60.419998,60.740002000000004,1593900,58.656991000000005
2015-04-01,60.700001,61.099998,59.990002000000004,60.279999,1733000,58.212763
2015-04-02,60.200001,61.200001,60.0,61.049999,1444900,58.956357
2015-04-06,60.77,61.950001,60.549999,61.610001000000004,2703200,59.497154
2015-04-07,61.369999,61.900002,61.16,61.400002,2130000,59.294357
2015-04-08,61.779999,62.529999,61.779999,62.330002,2773600,60.192464
2015-04-09,62.040001000000004,62.66,61.98,62.59,1788300,60.443546
2015-04-10,62.650002,62.959998999999996,62.27,62.509997999999996,1661700,60.366287
2015-04-13,62.619999,62.919998,62.310001,62.439999,1412400,60.298688
2015-04-14,62.060001,62.369999,61.189999,62.169998,1382900,60.037946999999996
2015-04-15,62.18,62.259997999999996,61.57,61.700001,2013000,59.584068
2015-04-16,61.639998999999996,61.93,61.139998999999996,61.709998999999996,2277500,59.593723
2015-04-17,61.310001,61.330002,60.290001000000004,60.599998,2489200,58.521789
2015-04-20,60.990002000000004,61.830002,60.93,61.77,3422500,59.651667
2015-04-21,56.439999,57.779999,55.59,55.720001,15471900,53.809146
2015-04-22,55.759997999999996,56.959998999999996,55.509997999999996,56.23,7543100,54.301654000000006
2015-04-23,56.48,57.200001,56.139998999999996,56.950001,2999800,54.996964
2015-04-24,57.41,57.790001000000004,57.080002,57.23,2458500,55.26736
2015-04-27,57.43,57.66,56.869999,57.5,2775100,55.528101
2015-04-28,57.669998,57.91,56.650002,56.93,2963400,54.977649
2015-04-29,56.599998,57.080002,56.529999,56.849998,2264800,54.900391000000006
2015-04-30,56.75,56.880001,56.169998,56.209998999999996,2481300,54.282340000000005
2015-05-01,56.689999,56.779999,56.360001000000004,56.59,2044300,54.649308999999995
2015-05-04,56.779999,57.060001,56.540001000000004,56.700001,2296500,54.755537
2015-05-05,56.759997999999996,57.580002,56.66,57.16,3318000,55.199760999999995
2015-05-06,57.200001,57.27,56.310001,56.529999,2186200,54.591365
2015-05-07,56.43,57.0,56.299999,56.860001000000004,1081600,54.91005
2015-05-08,57.400002,57.889998999999996,57.169998,57.23,1236800,55.26736
2015-05-11,57.009997999999996,57.599998,56.849998,56.880001,1166200,54.929365000000004
2015-05-12,56.630001,56.84,56.110001000000004,56.18,1749800,54.25337
2015-05-13,56.400002,56.48,55.709998999999996,55.799999,1910000,53.8864
2015-05-14,55.48,55.509997999999996,53.040001000000004,54.610001000000004,7396300,52.737211
2015-05-15,54.73,55.720001,54.610001000000004,55.689999,3959600,53.780172
2015-05-18,55.709998999999996,56.189999,55.619999,56.16,2004600,54.234055000000005
2015-05-19,56.330002,56.330002,55.73,55.98,1944400,54.060228
2015-05-20,55.98,56.669998,55.889998999999996,56.529999,2241700,54.591365
2015-05-21,56.5,57.099998,56.389998999999996,57.0,1966700,55.045248
2015-05-22,57.0,57.25,56.900002,56.950001,2110100,54.996964
2015-05-26,56.720001,56.720001,54.560001,54.939999,2561400,53.346278000000005
2015-05-27,55.0,55.259997999999996,54.700001,54.970001,1973000,53.375409999999995
2015-05-28,54.82,54.93,53.759997999999996,54.02,2670300,52.452967
2015-05-29,53.950001,53.990002000000004,53.380001,53.490002000000004,2596800,51.938342999999996
2015-06-01,53.68,53.68,53.099998,53.389998999999996,2348000,51.841242
2015-06-02,53.200001,54.970001,53.200001,54.02,2121300,52.452967
2015-06-03,54.240002000000004,55.060001,54.200001,54.529999,1729100,52.948170999999995
2015-06-04,54.130001,54.700001,54.009997999999996,54.169998,1314000,52.598614000000005
2015-06-05,54.189999,54.5,53.939999,54.299999,1324300,52.724844
2015-06-08,54.23,54.380001,53.849998,53.900002,1718200,52.336449
2015-06-09,53.939999,54.310001,53.639998999999996,54.02,1412700,52.452967
2015-06-10,53.59,54.84,53.549999,54.689999,1924700,53.103530000000006
2015-06-11,54.029999,54.720001,53.939999,54.720001,2481600,53.132661999999996
2015-06-12,54.41,54.849998,54.41,54.52,1847600,52.938463
2015-06-15,54.040001000000004,54.66,53.82,54.52,1956700,52.938463
2015-06-16,54.48,54.779999,54.369999,54.709998999999996,1083400,53.12295
2015-06-17,54.98,57.110001000000004,54.77,56.66,3939400,55.016385
2015-06-18,57.57,59.610001000000004,57.57,59.009997999999996,7034800,57.298213
2015-06-19,58.98,59.0,58.040001000000004,58.299999,3558800,56.60881
2015-06-22,58.779999,59.099998,58.580002,58.75,2415900,57.045756999999995
2015-06-23,58.619999,59.040001000000004,58.18,58.200001,2271300,56.511713
2015-06-24,58.310001,58.540001000000004,57.57,57.849998,1788000,56.171863
2015-06-25,57.880001,57.889998999999996,57.279999,57.419998,1099000,55.754337
2015-06-26,57.700001,57.700001,56.860001000000004,56.91,3588800,55.259131999999994
2015-06-29,56.509997999999996,56.639998999999996,55.869999,55.93,2197300,54.307561
2015-06-30,56.59,56.720001,55.849998,56.349998,1894700,54.715376
2015-07-01,56.91,56.950001,55.939999,56.099998,1927800,54.472628
